ticker,company_name,sector,country,is_large_cap_benchmark,ESG_composite,financial_score,market_score,operational_score,risk_adjusted_score,value_score,growth_score,stability_score,pref_balanced,pref_esg_first,pref_financial_first,pref_balanced_with_market,pref_esg_first_with_market,pref_financial_first_with_market,rank
META,"Meta Platforms, Inc.",Communication Services,US,True,63.487426097329205,80.69978363649378,66.67185604336936,79.96532123361904,54.45697956005357,58.03093639127089,48.97450074892536,74.27750204772191,81.15320147502516,85.1309632133108,79.81068648266101,81.68152866242039,85.26273885350321,81.0015923566879,11
NEE,"NextEra Energy, Inc.",Utilities,US,True,73.32810459956528,75.3920118238197,71.72141371628479,76.82810268070183,53.14709139897788,21.199038917672365,71.5246881970614,34.484972337341325,79.92289641300705,87.07591316781489,74.80537862703468,80.71974522292994,87.25159235668792,76.9108280254777,12
MCD,McDonald's Corporation,Consumer Cyclical,US,True,63.34318482973625,78.80143527643943,66.84222174289472,76.10608639037136,60.91708696285655,41.570472839235656,48.51969839787,56.64639067649952,79.89607777405296,83.58897699207071,78.0608634111819,80.51910828025477,83.7643312101911,79.49044585987261,13
KO,Coca-Cola Company (The),Consumer Defensive,US,True,68.26492128053397,77.45067964400916,75.91958996860241,65.00254912971839,71.6285767104447,42.216821074339165,47.5005519984616,45.64702231088271,79.8692591350989,86.65670089691929,76.86482661004955,80.84394904458597,86.91082802547771,79.11464968152866,14
DECK,Deckers Outdoor Corporation,Consumer Cyclical,US,False,65.94397864243832,73.82000030907602,49.4910674486771,77.22019063413181,45.03912077554061,58.423870045167845,65.47589688761231,79.22387944641198,79.85920214549111,85.8215260626544,76.37296532200989,78.63694267515923,85.21337579617835,74.27707006369428,15
STLD,"Steel Dynamics, Inc.",Basic Materials,US,False,59.652076718006825,48.530953255706436,49.59769231901477,76.34081477065209,67.24973466141908,49.713596165870996,71.54077434956221,70.18524321653628,79.83908816627557,81.47991680748734,76.1995753715499,78.68152866242039,80.98407643312102,74.2484076433121,16
NAVINFLUOR.NS,NAVIN FLUORINE INT. LTD,Basic Materials,India,False,62.25925166284423,62.10823035494417,45.014044237173536,62.11674621508987,70.511526551853,21.622198513494897,75.56430916178657,51.79296921197428,79.43010392222594,80.8267255946965,76.4189667374381,77.16242038216559,79.89171974522293,72.18471337579618,17
NFLX,"Netflix, Inc.",Communication Services,US,True,62.592849323287275,70.61996988807262,66.67822556491288,82.76689108510473,55.258122787946185,26.38934365357105,72.41379577756909,47.699120140432264,78.92390211196782,81.16144546990772,76.48973814578909,79.57961783439491,81.37898089171973,78.04458598726114,18
MRK,"Merck & Company, Inc.",Healthcare,US,True,70.87810807862414,78.7879436800507,75.305780711784,80.14420993365322,62.33259038493043,58.84581234761741,40.60646336479848,40.14066945397538,78.77304726785114,87.40088392044716,76.65958952583156,79.77070063694266,87.62738853503184,78.86624203821657,19
STAG,"Stag Industrial, Inc.",Real Estate,US,False,66.42019680237189,69.01332077716975,50.09679243028999,71.05688446942796,51.41388861597614,38.69101331291671,69.78965506692572,56.88820473677837,78.40093865236338,84.10243078122971,74.19320594479831,77.37898089171975,83.57961783439492,72.57006369426753,20
AMZN,"Amazon.com, Inc.",Consumer Cyclical,US,True,53.234116113542434,65.83327981213608,69.19430161399708,74.11612539923466,62.4750999040447,40.63085923551681,63.39143176351516,65.10540377988008,78.18974187060007,72.6439620434161,79.43029016277424,78.99363057324841,73.07643312101911,80.9140127388535,21
XOM,Exxon Mobil Corporation,Energy,US,True,74.08864853597402,53.704142998596865,78.92858349643188,72.68788288048209,74.87709681858159,35.44916451791241,43.07628653548805,75.385876405792,77.73382500838083,88.96724294813468,69.79122434536447,78.84713375796179,89.187898089172,72.81210191082802,22
GE,GE Aerospace,Industrials,US,True,60.71733395676375,68.97847871324991,63.817212525191145,78.97082223787272,55.405439483974654,31.969061155421073,70.92751989593526,34.600988588339945,76.53369091518606,78.83790458858702,74.23920736022646,77.21337579617834,79.06369426751594,75.828025477707,23
NNN,"NNN REIT, Inc.",Real Estate,US,False,72.21096566260015,77.86068587740851,52.454366964106974,68.06068251301562,57.13125691175078,57.05631205802879,44.28331069160511,30.70584770173411,75.98726114649682,85.90601845833876,72.59377211606511,75.51592356687898,85.51910828025478,71.99044585987261,24
CAT,"Caterpillar, Inc.",Industrials,US,True,59.26947493661646,67.99356823326148,60.986396947113974,75.61514343229285,67.71090682089334,39.97908969311442,54.412632846097914,29.756432933202998,74.86758297016428,76.7385935265826,74.04458598726114,75.37579617834395,76.90445859872612,75.14331210191082,25
EWBC,"East West Bancorp, Inc.",Financial Services,US,False,64.51790744089098,75.03917379152892,48.77216837446115,57.06436052627487,44.7501452011427,51.63734013304216,66.43145477201638,61.403732623412694,74.73684210526316,80.77473027427533,70.85987261146498,73.5796178343949,80.19108280254778,68.93312101910828,26
PFE,"Pfizer, Inc.",Healthcare,US,True,64.14176182588963,73.77805661191024,74.14854419022996,80.90968007229958,65.13835934532074,71.21393838954691,34.299611183240486,36.32448750469422,74.50217901441502,81.25568698817108,74.6284501061571,75.68152866242039,81.5923566878981,76.97452229299364,27
PIDILITIND.NS,PIDILITE INDUSTRIES LTD,Basic Materials,India,False,58.749490668935096,63.95132729799879,46.07228692305523,49.19094681413352,63.58346246528842,18.18829283604324,59.590186280373445,66.24604963351437,74.20046932618169,75.40946314831666,71.11818825194621,72.46496815286623,74.69108280254778,67.95541401273886,28
COST,Costco Wholesale Corporation,Consumer Defensive,US,True,54.89094370144375,53.223358931119236,63.72502810164147,58.187409687445474,62.69519794069676,40.89506523057803,74.79818548621412,58.79351643675325,73.97921555481058,71.70479656830885,72.22929936305734,74.73885350318471,72.05414012738852,73.92356687898089,29
PG,Procter & Gamble Company (The),Consumer Defensive,US,True,67.45854100805627,74.71922299633346,73.15935517951422,78.40463111589837,57.14980501376513,56.110892129911846,32.61186482839173,40.07550226958776,73.4696614146832,83.84895359417652,70.34324133050248,74.68471337579618,84.12738853503186,73.0859872611465,30
MUTHOOTFIN.NS,MUTHOOT FINANCE LIMITED,Financial Services,India,False,53.76712647641984,71.49902370838143,44.90945023519661,48.394662995591695,55.221251809363366,36.41053281492101,77.8859583642179,58.54413658853319,73.11431444854175,68.02937735603795,74.12951167728238,71.14649681528662,67.34394904458598,70.09235668789809,31
CSCO,"Cisco Systems, Inc.",Technology,US,True,58.648128945136264,66.8714936150669,71.9342806609615,69.20331176792733,59.45261364482591,52.39050821725667,55.35013650406104,35.86398190823051,72.6818638954073,74.88950994410506,72.55484784147204,73.85668789808919,75.31528662420384,74.91719745222929,32
ABBV,AbbVie Inc.,Healthcare,US,True,67.7399847386051,81.24421246299146,70.29416080570275,82.80133706420807,52.90882594739416,48.48552873180794,44.30926682395594,27.3088210550086,72.52430439155214,82.68230859222669,69.08704883227176,73.64331210191082,82.9267515923567,71.66878980891721,33
CVX,Chevron Corporation,Energy,US,True,74.87178131333783,63.509045204231704,75.86493714542848,62.91525672031108,57.08814229750722,31.74210717101954,31.684329841883,66.14611883101993,71.90077103586994,85.39093981541664,63.883581033262566,73.25796178343948,85.66401273885351,67.39968152866243,34
LMT,Lockheed Martin Corporation,Industrials,US,True,55.9104769916538,66.34841037576095,61.92520606083044,63.58988557719108,51.223161030537995,56.81703061125556,72.72388609932929,38.084708696029026,71.34428427757292,70.8046275835175,71.52866242038216,72.10828025477707,71.12101910828025,73.03821656050957,35
MTCH,"Match Group, Inc.",Communication Services,US,False,66.53628226282541,64.48667829822685,58.241165168629344,59.80368527252489,45.021954020460484,71.13854820254868,56.45615467787722,60.34595943841051,71.3208179684881,81.40192382685558,66.80113234253362,71.8312101910828,81.40445859872614,68.27388535031848,36
CDNS,"Cadence Design Systems, Inc.",Technology,US,False,57.22893206747578,69.87144290405946,51.557521174508544,68.42127478050425,58.18642551380641,24.795955009471076,42.59245423785926,71.41726362529515,71.26047603084143,73.8788509034187,69.2215145081387,70.94585987261146,73.70063694267516,68.79617834394905,37
IBKR,"Interactive Brokers Group, Inc.",Financial Services,US,False,51.715733779184305,69.35435538177546,61.70392238289688,70.70286348488348,59.30393721887098,28.664568723916467,68.36874418043914,34.88357592503099,71.22024807241033,65.01364877161056,73.39348903043171,71.97452229299364,65.43949044585987,74.6847133757962,38
ITT,ITT Inc.,Industrials,US,False,64.16178709479286,62.95721925306986,47.34326105790402,53.32681144996233,54.68567607645893,59.029973681578156,45.866092436018825,71.45937203160406,71.14984914515588,79.20187183153517,67.5442321302194,69.80573248407644,78.5031847133758,65.21656050955414,39
VEEV,Veeva Systems Inc.,Healthcare,US,False,60.07658977997681,69.64359126425697,46.703931880301326,71.36611788331656,42.65595820692358,38.27220147009002,62.33303777684469,77.5499671264749,71.14314448541738,76.16664500194985,67.23637650389243,69.671974522293,75.47770700636943,64.68471337579618,40
AMD,"Advanced Micro Devices, Inc.",Technology,US,True,47.53560492229553,57.13934665772683,62.95122803054652,64.83913888456183,67.04628540972695,30.561295837362348,75.81600102743752,66.34597942946743,71.11967817633254,59.328285454309125,74.54529370134466,71.95859872611466,59.89968152866242,75.88057324840764,41
HD,"Home Depot, Inc. (The)",Consumer Cyclical,US,True,61.494741916046095,68.2469320377466,62.44719667577968,65.91234535554732,60.35778431865659,50.72810700269238,43.562333443730864,32.668106911945344,70.68722762319813,76.62485376316133,68.98443029016276,71.50000000000001,76.8312101910828,70.78025477707007,42
RPM,RPM International Inc.,Basic Materials,US,False,70.13421270958636,54.71529697795946,47.15539603410583,70.05140217978459,50.701884714074716,47.1882534345437,51.43767706299766,64.59431925982909,70.58665772712035,83.54023137917589,62.791932059447994,69.22292993630573,82.73566878980894,60.84394904458599,43
INVH,Invitation Homes Inc.,Real Estate,US,False,64.74610463477505,61.633265720188625,61.254283004873,73.28733900355391,37.817955593688666,59.1328807287382,58.75620853279128,65.86357851690087,70.4994971505196,80.63499285064344,64.55414012738854,71.24203821656052,80.72929936305734,66.63375796178345,44
ATO,Atmos Energy Corporation,Utilities,US,False,48.09758015878312,69.31653759861216,56.78148049788319,36.7273756164454,62.275733200217324,28.46816194178681,68.65482775535162,83.93382546196398,70.44921220248072,58.9594436500715,73.30148619957538,70.76433121019107,59.31528662420383,73.64649681528662,45
ILMN,"Illumina, Inc.",Healthcare,US,False,56.76353712509375,64.01916881567735,49.16066814742425,67.01612765014845,54.639955732612975,47.18440857975237,68.60021609285238,31.869965184054106,69.48374120013409,70.64214220720136,69.37367303609342,68.63694267515923,70.28025477707007,67.69108280254777,46
MARICO.NS,MARICO LIMITED,Consumer Defensive,India,False,61.781877321008366,57.705754999475914,55.22289646184961,52.41380147308378,65.06947197364133,24.727019673085294,50.65236846667688,64.58592315097789,69.25243043915522,75.53295203431692,64.63552724699221,69.43630573248407,75.48089171974523,65.46496815286625,47
WEC,"WEC Energy Group, Inc.",Utilities,US,False,68.6701028666381,64.06556522306033,61.47253020041214,53.21684997583773,57.90128322021966,34.900255021506666,46.11719892981867,45.296999844042645,69.14515588333892,80.42051215390616,63.202406227883934,69.97133757961782,80.52547770700639,65.44904458598727,48
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,US,False,58.29013354654184,69.34094806810583,45.90373962941081,68.72702414408936,54.17437787082629,48.22397146344345,37.796488983374054,58.43011517701426,68.64901106268857,73.61237488626026,66.8825194621373,67.11146496815286,72.89808917197452,63.984076433121025,49
WTS,"Watts Water Technologies, Inc.",Industrials,US,False,53.2665821876448,54.05166631761597,44.378503221533606,61.04733116941719,56.20566156767955,59.73175286081319,59.76077707358425,77.32987673962128,68.61548776399597,67.49967502924738,68.75088464260439,66.76114649681527,66.78025477707007,65.02866242038216,50
CMS,CMS Energy Corporation,Utilities,US,False,71.41747179169376,57.590284512449585,62.47731555539767,46.02048460536321,53.096678375235086,42.61524768022053,59.358135090092944,57.641980495644596,68.4244049614482,80.24990250877423,61.53397027600849,69.36624203821654,80.39012738853503,64.10668789808916,51
GRMN,Garmin Ltd.,Technology,US,False,48.686099920959286,71.37798066465031,49.754182172218925,47.25005557065868,54.054081710457545,50.64502030558909,60.42946332154936,82.24025142515218,68.31713040563193,59.34615884570389,72.20452937013447,67.75159235668791,59.29936305732485,70.68471337579618,52
DE,Deere & Company,Industrials,US,True,63.31930604129703,60.58889605425497,57.48083516946003,72.73769706378098,58.70963648363728,49.944467247759874,30.09462112553919,49.43591821260325,68.03888702648341,78.00597946184843,63.811040339702764,68.55414012738854,78.0127388535032,65.26433121019109,53
ORCL,Oracle Corporation,Technology,US,True,51.00257727622636,72.99064923856851,57.50071613862092,58.15987526744184,54.195768225947255,48.76336257821838,68.65648285059706,28.06662827455649,67.90144150184379,61.54946054855064,71.3446567586695,68.45541401273886,61.898089171974526,72.10828025477707,54
TORNTPHARM.NS,TORRENT PHARMACEUTICALS L,Healthcare,India,False,56.07656306770875,55.565618440543844,48.31300184524385,45.98687738664916,69.18812984590775,21.980169755342683,57.381944147649534,59.79165620197756,67.5628561850486,69.04978551930326,64.50813871196037,66.62101910828024,68.64331210191082,62.92993630573248,55
WBS,Webster Financial Corporation,Financial Services,US,False,52.70346707951517,63.11154186475869,51.15944951614167,57.94658617393768,51.82060668499074,54.391478432089016,59.042282353341534,67.03292002889019,67.07341602413678,65.10951514363707,68.07678697806085,66.87261146496814,65.06847133757962,67.57484076433121,56
EMAMILTD.NS,EMAMI LIMITED,Consumer Defensive,India,False,62.66862841836324,66.72926174284964,40.3214162968579,44.01015488278751,46.10902467308273,52.6295921315529,52.90256295581639,68.40838530847795,66.972846128059,75.51020408163266,61.91436659589527,64.38853503184714,74.30573248407643,57.251592356687894,57
HOLX,"Hologic, Inc.",Healthcare,US,False,56.186971433263686,61.70195322782426,58.406438015403594,64.50845537021605,55.26234384766934,55.065848940091,35.24171748743588,72.34895014484337,66.81193429433456,71.25633692967635,65.30077848549186,67.56369426751593,71.46815286624202,66.95541401273884,58
YETI,"YETI Holdings, Inc.",Consumer Cyclical,US,False,60.3882306545951,48.271217664870065,41.095827169809034,57.41214901326043,49.056420968874676,64.58679549246176,61.37669920054056,70.53622669896463,66.68119342943346,74.96425321721047,61.004953998584575,64.23885350318471,73.82165605095541,56.68789808917197,59
SCHAEFFLER.NS,SCHAEFFLER INDIA LIMITED,Consumer Cyclical,India,False,47.21691844201226,59.15899110836407,41.604172654620065,45.53597537301788,65.56106462317335,26.741516218411746,68.08965247381896,78.363372178563,66.59738518270197,55.33926946574808,69.66029723991507,64.28662420382165,54.640127388535035,64.73248407643312,60
ADBE,Adobe Inc.,Technology,US,True,59.61603883791467,77.94247515299288,55.957063708206924,81.98716818991811,43.66966147957676,67.56184792190133,48.35183537601416,36.88744548948256,66.42641635936977,73.10054595086443,65.65286624203821,66.84713375796179,73.13535031847134,66.57165605095543,61
ALLE,Allegion plc,Industrials,US,False,59.089364245460004,61.70213827227599,48.49075686107821,60.15327363097573,49.261152074210386,67.39072003301385,50.979277296369254,56.670108895819084,66.21521957760645,72.42298193162617,64.19320594479831,65.43630573248407,71.98726114649682,62.8375796178344,62
HON,Honeywell International Inc.,Industrials,US,True,65.41777657716698,70.17326457195405,66.84288392270753,67.45840668059182,55.17602132752582,51.406026072963776,19.803633207434178,35.51044420598446,65.38384177003017,77.50227479526843,61.48619957537156,66.7484076433121,77.80573248407643,64.60509554140127,63
TROW,"T. Rowe Price Group, Inc.",Financial Services,US,False,51.64743977064488,78.93074407178968,49.40294567641139,66.0932949791903,50.614603052290455,73.95010058373232,34.485109049381535,85.59934130110511,65.10224606101242,63.54315611594957,69.0038924274593,64.5859872611465,63.36783439490445,67.5812101910828,64
AIAENG.NS,AIA ENGINEERING LIMITED,Industrials,India,False,55.884002714916,64.56408185270902,43.61351274913785,38.769246983752204,61.01985550434209,42.49744068108129,41.613192788317086,55.83661778774569,65.05531344284277,67.4899259066684,63.16702052370842,63.18789808917197,66.69426751592356,59.62101910828025,65
MS,Morgan Stanley,Financial Services,US,True,55.97247521988283,53.08589813816607,67.06921827009948,59.074047115117125,58.392165047864275,43.298223697762936,53.19559701401924,44.30424207309545,64.39155212872947,68.03100220980113,61.51273885350318,65.82165605095541,68.53025477707007,64.6608280254777,66
FTNT,"Fortinet, Inc.",Technology,US,False,54.00556063297397,75.57050040919823,63.200924764242195,67.68467738122848,48.00636718152285,33.61009119790826,52.3991311208849,49.04562914061729,64.21052631578948,65.12413882750553,63.76503892427459,65.41082802547771,65.5859872611465,66.21019108280255,67
MTDR,Matador Resources Company,Energy,US,False,66.92173830252506,66.85117367603314,54.27811701003234,58.3192131013063,42.128888822984266,62.628206205035355,51.213870037490196,40.38997372905862,63.96580623533356,76.78733913947747,59.00920028308564,64.35031847133757,76.68471337579619,60.273885350318466,68
DXCM,"DexCom, Inc.",Healthcare,US,False,57.309194579503874,67.19255491705869,52.714463604886895,62.193208495203635,30.952584744841968,42.437388276512365,72.73702713907359,46.728780119069874,63.64063023801543,68.41609255167036,60.3715498938429,63.85031847133759,68.40445859872612,61.11783439490446,69
RRC,Range Resources Corporation,Energy,US,False,57.53622168185079,51.50627936090446,58.01647459928105,45.72584638351038,48.06735811530272,41.03359017637377,75.89768722086843,54.01424741160355,63.45625209520616,68.9474197322241,57.48230714791224,64.31210191082803,69.17993630573248,59.79140127388536,70
LULU,lululemon athletica inc.,Consumer Cyclical,US,False,55.77090821190529,70.39556515128723,51.458898983011125,70.6575416821255,37.78845064998723,67.50579976261358,39.56407801951305,72.93594214291083,63.275226282266175,68.64844663980242,61.87367303609342,63.34394904458599,68.56847133757962,62.15127388535033,71
WING,Wingstop Inc.,Consumer Cyclical,US,False,64.96700573346446,61.49563894676166,30.86232907766512,64.18571685091716,42.89829533204354,43.08263974870946,47.39459504167134,48.79444779374857,63.261816962789126,76.15039646431822,55.95895258315641,60.13057324840764,74.64012738853503,50.42675159235669,72
CBT,Cabot Corporation,Basic Materials,US,False,50.53632555611526,59.79002673476614,46.00357816139644,67.48549905074248,51.13074343710985,68.0166506566599,45.390911313281535,57.60153694536204,62.24606101240362,60.58429741323281,64.17551309271055,61.092356687898096,60.15605095541401,61.67515923566879,73
BAC,Bank of America Corporation,Financial Services,US,True,56.80486210443486,47.09062355720679,68.52490110359648,72.69370339185465,52.43971566962836,56.380973176148494,46.152874815273876,55.85955037132943,62.09855849815622,70.0864422202002,57.32130219391367,63.691082802547776,70.56369426751593,60.984076433121025,74
PAGEIND.NS,PAGE INDUSTRIES LTD,Consumer Cyclical,India,False,58.64639180245466,63.47600461639354,48.18237068183859,39.40518215450907,55.40928355854123,22.668058375652414,32.3545501025896,66.5616635461079,61.87395239691585,69.36500714935657,56.369426751592364,61.20063694267517,68.94585987261146,55.57324840764331,75
LAMR,Lamar Advertising Company,Real Estate,US,False,47.04983765720927,73.9585520137809,47.117034305142845,56.03553148982383,56.77048028231605,55.13932838885333,46.67843595429208,40.14513767494152,61.84042909822327,52.94098531132199,67.8414720452937,60.89808917197452,52.74203821656051,65.35668789808916,76
MWA,MUELLER WATER PRODUCTS,Industrials,US,False,57.411591836005,52.368049167186776,47.90963477493638,43.99123741243828,47.15462373954807,68.54924916981824,56.377300408143114,78.38229663399096,61.749916191753265,68.84180423761863,57.487615003538565,61.0031847133758,68.40127388535032,56.420382165605105,77
RTX,RTX Corporation,Industrials,US,True,59.94863674673641,55.189513531285364,72.49921872345085,71.54118503797017,53.70015825304653,55.03594181067703,38.90942714704864,32.87298090000927,61.65269862554475,71.62680358767712,57.466383581033256,63.42675159235668,72.13694267515925,61.433121019108285,78
OVV,Ovintiv Inc. (DE),Energy,US,False,67.34289434464115,56.7572011234898,63.397785168335005,51.82988836904194,47.276447094635714,60.46244309885472,54.07859733567875,37.833200898416564,61.64264163593698,75.67756401923828,55.28485491861287,63.003184713375795,75.94108280254778,58.64171974522293,79
FIVE,"Five Below, Inc.",Consumer Cyclical,US,False,52.60826509267563,50.609674905711316,50.94499256751594,60.45328627662978,48.23647960658287,34.9902049956877,71.41278463547525,59.19321247730531,61.56218571907475,62.17665410113091,58.24840764331209,61.589171974522294,62.17515923566878,58.63375796178344,80
PERSISTENT.NS,PERSISTENT SYSTEMS LTD,Technology,India,False,48.9338342973198,55.99054248390735,48.321815686492506,26.999819846610475,61.09214450021784,37.107509456246746,62.65851630811667,74.25874472607669,61.337579617834386,55.05654491095802,62.13375796178343,60.722929936305725,54.93630573248407,60.824840764331206,81
QLYS,"Qualys, Inc.",Technology,US,False,49.203982684095266,67.74751049015427,40.33514768355173,53.993754261171404,44.472660391856735,64.86384128257922,61.40117253702047,56.27443104809463,61.21689574254107,56.522163005329524,64.26751592356688,58.93630573248408,55.703821656050955,59.40127388535032,82
GMED,"Globus Medical, Inc.",Healthcare,US,False,46.69947566842574,56.52153353139782,47.47650087014843,57.17418371642232,45.49785951959943,59.94755624081965,77.68687825166549,73.28597070779274,61.12638283607107,52.47952684258417,64.34182590233546,60.331210191082796,52.334394904458605,62.42993630573248,83
CANFINHOME.NS,CAN FIN HOMES LTD,Financial Services,India,False,51.77294945667984,56.187573509386226,43.37008041262026,28.674059702481,61.76713047325944,44.69817067553778,62.852871812516845,37.77298258227644,60.84478712705331,58.84407903288705,60.37331917905166,59.12420382165606,58.195859872611464,56.97929936305732,84
DTE,DTE Energy Company,Utilities,US,False,58.232945646254066,39.7526722471329,58.50287075378434,69.96525452732882,44.20694636038952,57.0342401983027,77.63200909947965,49.03370084000595,60.55648675829701,68.99454049135578,54.111818825194625,61.63694267515923,69.2579617834395,56.917197452229296,85
IPAR,"Interparfums, Inc.",Consumer Defensive,US,False,50.52077112590306,59.91996636889657,41.237007844777764,70.24022444600192,38.23741906520998,62.954608151843246,54.36143171272478,73.70698125148888,60.46597385182702,59.619134277914995,60.8351026185421,58.36624203821657,58.796178343949045,56.598726114649686,86
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,US,False,56.394691702420346,53.36297479998862,53.86000354646481,59.90421196143026,39.52135302010593,66.39447971231316,51.627696686895206,70.79143242089046,60.42574589339591,68.49733523982843,55.7926397735315,60.907643312101904,68.52866242038218,57.219745222929944,87
GODREJCP.NS,GODREJ CONSUMER PRODUCTS,Consumer Defensive,India,False,61.90087413454568,61.37184833599073,46.976950524929286,51.13186126570259,53.95836237842775,36.034843702086214,36.955549588667985,47.98835730204334,60.41568890378813,71.11172494475497,55.189313517338995,59.52866242038216,70.54299363057326,53.93789808917198,88
JPM,JP Morgan Chase & Co.,Financial Services,US,True,56.202615112045805,48.96449163949914,70.36945067169258,64.76682794900083,60.56390614251956,42.39156810737724,30.572032484601188,52.2619801917031,60.3855179349648,68.40959313661772,55.48124557678698,62.127388535031834,68.94585987261146,59.45541401273885,89
COLPAL.NS,COLGATE PALMOLIVE LTD.,Consumer Defensive,India,False,60.28856738435108,70.68377943021113,43.47827902540599,49.92455797759508,48.459025106644425,29.006998008536662,29.479170276657097,61.92944945592441,60.12068387529334,70.32692057714807,54.56475583864119,58.45222929936306,69.45541401273886,51.783439490445865,90
GS,"Goldman Sachs Group, Inc. (The)",Financial Services,US,True,55.001592447409955,48.09726788013785,58.52724108294984,63.29764703381907,62.225660921270645,46.34570015638765,49.55108841361218,23.7870341768402,60.02681863895407,64.62043416092551,57.30714791224345,61.14968152866243,64.97770700636943,59.82484076433121,91
EME,"EMCOR Group, Inc.",Industrials,US,False,50.78126448924946,59.601189150427075,49.110412754124056,46.44671309602076,44.08444390676686,61.4871268245132,76.3557216906328,58.3614403675366,59.84579282601408,56.86013258806708,61.206652512385,59.46496815286624,56.76751592356689,60.30891719745223,92
CUBE,CubeSmart,Real Estate,US,False,62.467997849069185,71.86880985592052,51.00206086476063,64.27862054837765,50.47348405210451,45.7512640266215,33.598302446112726,35.1728054825286,59.8357358364063,70.74613284804369,57.05944798301486,59.96496815286624,70.57961783439492,57.59554140127389,93
CELH,"Celsius Holdings, Inc.",Consumer Defensive,US,False,60.56483437223229,47.244231471477896,50.45977030336108,61.24423766190786,45.19590609739482,44.929783826362964,65.02667140073179,44.15681438525654,59.70834730137446,70.46503314701678,52.291224345364476,59.73248407643313,70.25955414012739,53.0812101910828,94
WMT,Walmart Inc.,Consumer Defensive,US,True,53.91546613217138,49.844793542046006,74.68861489664037,56.619515639766774,70.50623408952714,48.674508166843566,34.054607553727394,41.81939960745885,59.6547100234663,63.91199792018719,57.00990799716914,61.59235668789808,64.60191082802548,61.14968152866242,95
CHRD,Chord Energy Corporation,Energy,US,False,62.63597358897701,59.05997820764826,55.838992787107664,68.55039646072422,48.92252713068069,53.11346412855581,23.562581211726947,71.52194881227297,59.53737847804225,72.90231379175876,54.51698513800425,60.27070063694267,72.92834394904459,56.485668789808926,96
