var1,var2,n,pearson_r,pearson_p,pearson_ci_lo,pearson_ci_hi,spearman_r,spearman_p,spearman_ci_lo,spearman_ci_hi,kendall_tau,kendall_p,sig_pearson,sig_spearman
E_score,market_score,269,-0.09736127893416713,0.11111651104207895,-0.21446196769003034,0.022498628112329576,-0.11420295933194409,0.061418667135633084,-0.23065056144667745,0.005469676256145172,-0.07606831297620313,0.06334954251809359,False,False
E_score,operational_score,269,-0.1590646700664573,0.008965548219401232,-0.27346034219487964,-0.040232109515588844,-0.15414258322696506,0.011357559485145049,-0.26878541651452553,-0.03519345083828761,-0.10251719316369233,0.012338458393161672,True,True
E_score,pref_balanced,269,-0.6115757809176173,5.489463417777596e-29,-0.681338438063661,-0.530802439671146,-0.6109065800097995,6.542120354827229e-29,-0.6807656200047886,-0.5300346595227603,-0.42838334096799824,1.3732714559889215e-25,True,True
E_score,pref_esg_first,269,-0.5847973579477951,4.4919798412731397e-26,-0.6583499285513241,-0.5001824677448432,-0.5787697372167196,1.8687196695137936e-25,-0.6531564005760199,-0.4933191966992182,-0.4029564687388058,7.905378797188492e-23,True,True
E_score,pref_financial_first,269,-0.5527357911593881,6.367990721103049e-23,-0.6306443116196739,-0.46379769927480646,-0.5515872489001524,8.140969253266164e-23,-0.6296481145465058,-0.4624998294710366,-0.38280765989368387,9.334605341574751e-21,True,True
E_score,risk_adjusted_score,269,-0.204683013757041,0.0007321612790678729,-0.31653233673479897,-0.08722020679191485,-0.20948789576835053,0.0005435788710706027,-0.32104232745024985,-0.0921999749345852,-0.14163486470149145,0.0005459696620161535,True,True
E_score,value_score,269,0.700260780451834,5.760324239405772e-41,0.6337382662680086,0.7565018745279003,0.7037381212444574,1.5857375783149716e-41,0.6378229585400873,0.7594190715376928,0.5070850432584586,3.468258870755622e-35,True,True
E_score,growth_score,269,-0.15992537448423516,0.008596672055550945,-0.2742772718213071,-0.04111381960773207,-0.16422890731270717,0.006947230771517889,-0.2783594559280302,-0.04552515849165182,-0.11179652717905093,0.00635632646887252,True,True
E_score,stability_score,269,-0.3380459118342567,1.294131014845114e-08,-0.4398604617388155,-0.22765185479850422,-0.3606375657756191,1.103728977543092e-09,-0.4603786689251601,-0.25190466492274205,-0.24259624138356675,3.1908812676166066e-09,True,True
S_score,G_score,276,0.010538813084720607,0.8616343019932244,-0.1076642954265678,0.12844812487919402,0.04029679941781653,0.5049680891256689,-0.07814413631909607,0.15761603341793837,0.03256916996047431,0.4199526107323831,False,False
S_score,financial_score,276,0.5019185206134498,5.107262917617893e-19,0.4080296616119096,0.5853020263160613,0.5317580768783668,1.508464875868835e-21,0.4414020170142798,0.6114385271973272,0.3848495778588372,1.612693021937053e-21,True,True
S_score,market_score,276,0.11806698767903435,0.05006214214321392,-2.1836631971493253e-06,0.2328896313292445,0.14460069029708625,0.01621533306368131,0.02699238716269961,0.2582605795029938,0.10366504963487479,0.010277519411781596,False,True
S_score,operational_score,276,0.5841360908114414,1.2051943580872646e-26,0.5005920026162651,0.6568998683453312,0.597614398558815,4.122228228082011e-28,0.5159506413304799,0.6685133581583222,0.4175331938128786,4.817005399246412e-25,True,True
S_score,pref_balanced,276,0.5745999165079947,1.1960647462678888e-25,0.4897571329617756,0.6486621813673248,0.6062688326748871,4.3331741005870194e-29,0.5258401954628884,0.6759522059575351,0.43423497019539936,5.7533553951163056e-27,True,True
S_score,pref_esg_first,276,0.6179836438980945,1.835965258200864e-30,0.5392616179817936,0.685999005952837,0.6535939841041082,5.166967371196625e-35,0.5803066929971484,0.7163805533531215,0.4911198945981556,4.983631200653756e-34,True,True
S_score,pref_financial_first,276,0.5172690595923748,2.741105772592685e-20,0.42516631964514034,0.5987692581353574,0.5410905531390435,2.1613901949951816e-22,0.4518909619574544,0.6195773175801224,0.3794452870741829,5.693892816007786e-21,True,True
S_score,risk_adjusted_score,276,0.005095154413064495,0.9328469776365846,-0.11304199034631503,0.123090246622244,0.01695651454297289,0.7791365405277406,-0.1013154640824884,0.13475586865663072,0.015102993501343314,0.708484466815289,False,False
S_score,value_score,276,0.06357397889512319,0.2925968723741327,-0.05490730309105514,0.1802898416959862,0.07223299397323442,0.2316413571653766,-0.04623042251108608,0.18869287008306146,0.04789204047459128,0.2357710235556295,False,False
S_score,growth_score,276,0.02529280192932367,0.6756872273673366,-0.093054226753532,0.14293509584093736,0.00584014598100507,0.9230565428425236,-0.1123064348142839,0.12382390522107571,0.003558296898222247,0.9298053016043222,False,False
S_score,stability_score,276,0.0996190584008397,0.09861699014159125,-0.01866967402399134,0.21515753006579538,0.12139478576720712,0.043897634174533164,0.003374004396395055,0.23608019442069608,0.08821940532111008,0.028964116355749785,False,True
G_score,financial_score,276,0.1427019153350908,0.017685607187617327,0.02505491702709395,0.2564502055692331,0.15782435156447536,0.008625362190193667,0.04051008306934802,0.270846488725568,0.10450849778852747,0.009675095522334932,True,True
G_score,market_score,276,0.0730376782796174,0.22646998816246328,-0.04542316913628186,0.18947290039641282,0.10684008262846306,0.07639781682316264,-0.011372517080786099,0.22210744543513766,0.06929453737352806,0.08625957991613407,False,False
G_score,operational_score,276,0.16523590458759532,0.0059307517535759574,0.04810526180833876,0.27788373901375335,0.1866626408227124,0.0018430894464619779,0.07013930695531219,0.29816059133948,0.1269653048795301,0.001671260944061569,True,True
G_score,pref_balanced,276,0.19284432938240628,0.0012841282567158682,0.07651741067235973,0.3039918897985302,0.20229052129543468,0.0007236296037827196,0.08628216679429555,0.31288659489187026,0.1372613605041468,0.0006765003519657859,True,True
G_score,pref_esg_first,276,0.2724357400684831,4.376150698829408e-06,0.15949702081550357,0.3783352532015823,0.277211227008747,2.918865180233715e-06,0.16452707222202806,0.3827528327044034,0.18909090909090912,2.835103676081613e-06,True,True
G_score,pref_financial_first,276,0.14017867995392047,0.019818379445030208,0.022481627439040718,0.25404320853692225,0.16002893796392392,0.007728120904989014,0.04276787376443783,0.2729410007965868,0.10959878803677524,0.006651717443785189,True,True
G_score,risk_adjusted_score,276,0.011250179842769194,0.8523979704424092,-0.10696103730532408,0.12914777387678028,0.02191538751824381,0.7169956700804294,-0.09640319964892982,0.1396232489383515,0.013626959232451124,0.7358520797374809,False,False
G_score,value_score,276,0.06402523851875806,0.2891775399126565,-0.05445555396496799,0.180728181915203,0.05556015344829902,0.35780485578977284,-0.06292175033435911,0.17249771972996378,0.034396870016148384,0.3944723662009295,False,False
G_score,growth_score,276,-0.0763113151957892,0.20627714703723068,-0.1926447249248273,0.04213748492669242,-0.07690648061245153,0.2027502381544592,-0.19322111924468247,0.04153985388081871,-0.050316953916342735,0.21289106129462887,False,False
G_score,stability_score,276,0.09806335326329024,0.10401828675430069,-0.020240133078226658,0.21365869907753682,0.0889937334896744,0.14029524412479188,-0.02938415892498394,0.20490980233561554,0.056168375482308214,0.1643728998072147,False,False
financial_score,market_score,276,0.13763688320927686,0.02218919786672184,0.019890984097294548,0.2516170783672872,0.14824511685807684,0.013690159954132475,0.030713560741493652,0.2617330979127947,0.10411558438134408,0.009971554704555827,True,True
financial_score,operational_score,276,0.3752392888058272,1.174456500936491e-10,0.2690920506781183,0.4723800200526316,0.365992635832139,3.5719034679660596e-10,0.25912073304644906,0.4640107421923193,0.24986158348493234,6.251224024325851e-10,True,True
financial_score,pref_balanced,276,0.8247575322493338,8.497781782741807e-70,0.7829287508172973,0.8591627662228359,0.8295368621709418,2.7367657999936165e-71,0.7887167754718478,0.8630741832413661,0.6322781526472123,3.1900747831281215e-55,True,True
financial_score,pref_esg_first,276,0.8063856418751105,1.856795305767314e-64,0.7607466240777456,0.8440896334283822,0.8041964348654108,7.35793495780148e-64,0.75811047670637,0.8422895264116896,0.6162706650172916,1.490277180626596e-52,True,True
financial_score,pref_financial_first,276,0.7889727127002482,6.695097786941394e-60,0.7398202962824437,0.8297480585672844,0.7943186389441332,2.9764971668277512e-61,0.7462347669472252,0.8341567865925089,0.5945646862302638,4.92668838823904e-49,True,True
financial_score,risk_adjusted_score,276,0.1299827583213448,0.03086553792836198,0.012099304878068255,0.2443025988173345,0.12920341758576073,0.03189305739238073,0.011306760599082063,0.2435571102329719,0.08829655408790107,0.028866840613914452,True,True
financial_score,value_score,276,-0.35412514732550804,1.4149345315475791e-09,-0.45324360565189387,-0.2463564792383756,-0.35634935447948834,1.0978836442894032e-09,-0.45526378946409785,-0.24874591491057796,-0.2452740646998339,1.2757344043983144e-09,True,True
financial_score,growth_score,276,0.05141311919203233,0.39486642342831385,-0.06706311512625847,0.16845965895205417,0.05538479803332998,0.3593264764517088,-0.06309694867665619,0.1723270517567585,0.042157715732025626,0.29677019738892507,False,False
financial_score,stability_score,276,0.3777574119291267,8.622161223573488e-11,0.2718114683565636,0.4746561785600369,0.3657483431763867,3.67667455657112e-10,0.25885760358609394,0.4637893918961669,0.25349996045242423,3.5186440002866276e-10,True,True
market_score,operational_score,276,0.20362616388171528,0.0006658592267589436,0.08766465362225509,0.3141426966771605,0.20611165430077794,0.0005695527929352681,0.09023850587684797,0.31647914051292897,0.14113211526800074,0.00047770388793632175,True,True
market_score,pref_balanced,276,0.3374381778157103,8.92283118400995e-09,0.22847158135739254,0.438054763229895,0.34691311113171996,3.178072278169821e-09,0.23861768697730687,0.44668610830312505,0.24233639050518888,1.9823943783082675e-09,True,True
market_score,pref_esg_first,276,0.19628115703480853,0.0010454072911513146,0.08006756166441456,0.3072303129823955,0.21357628463060255,0.00035236117894606975,0.09797782792823144,0.3234881009954439,0.14921124993211957,0.00022084151676416493,True,True
market_score,pref_financial_first,276,0.4136576359591528,7.809033604941567e-13,0.3107663881371408,0.506966433968211,0.41893031703701167,3.7269640025900745e-13,0.31651697374569354,0.5116898734231757,0.2943827990698522,3.1618553908834837e-13,True,True
market_score,risk_adjusted_score,276,0.638793234752061,4.757949662751481e-33,0.5632017671152066,0.703781900147908,0.6376049730678763,6.768118397748136e-33,0.5618313206672167,0.7027686555245943,0.4559308181075167,1.5727155090390303e-29,True,True
market_score,value_score,276,-0.0687606898238881,0.2549109615729753,-0.18532526467791804,0.04971203904116716,-0.07515480905503835,0.21325680031455202,-0.1915244645652584,0.0432985398703042,-0.047958026839621394,0.23525139914347937,False,False
market_score,growth_score,276,0.08681172982378177,0.15032168582127556,-0.031581110715901826,0.20280219158837925,0.07583460473962,0.20913389717457262,-0.04261610915369014,0.19218299167065417,0.0534419573413483,0.18594695885303236,False,False
market_score,stability_score,276,0.18685272263593433,0.0018230208888935448,0.07033528650139972,0.29834002305520735,0.18780682843635008,0.0017252717994157038,0.0713191315720461,0.2992405522117039,0.12789685992248673,0.001548751614010182,True,True
operational_score,pref_balanced,276,0.5533241468276328,1.5419446682059218e-23,0.4656779845982416,0.6302206531537351,0.5347275980063774,8.182356533463604e-22,0.4447368411245212,0.6140300568149061,0.37649913008224034,1.1573269890520067e-20,True,True
operational_score,pref_esg_first,276,0.5574900194866484,6.1197250252368164e-24,0.47038257326407507,0.633838415185732,0.542430384301435,1.627139864425794e-22,0.45339885063675517,0.6207443916926304,0.3797888889369212,5.347548812624064e-21,True,True
operational_score,pref_financial_first,276,0.536818844867564,5.299247512427106e-22,0.4470868461301083,0.6158540825348117,0.5143644320608736,4.822024885687826e-20,0.42191864982358507,0.596224520037678,0.3626011626078875,2.807023532176322e-19,True,True
operational_score,risk_adjusted_score,276,0.05809377653950386,0.3362714501512097,-0.06038958147094732,0.174962832972663,0.05019414987582742,0.40618437220069603,-0.0682796421421136,0.16727197347370815,0.03113712462759366,0.4409263269528322,False,False
operational_score,value_score,276,0.07118238283750872,0.2385179423706487,-0.04728415504016962,0.18767422644024612,0.07853095638862397,0.19334650553829943,-0.0399082167939308,0.19479395168916522,0.04969812017190012,0.21869476434455049,False,False
operational_score,growth_score,276,0.08131439157450086,0.17798128506338592,-0.03711104206430252,0.1974875101178445,0.06592819508252584,0.27505360219381864,-0.05254999950079104,0.18257614766718863,0.04352869835745735,0.2813391974498579,False,False
operational_score,stability_score,276,0.11713309383897286,0.05191646580640273,-0.0009491739523412981,0.23199380593105767,0.09407264966777913,0.11894457021568146,-0.02426601573758813,0.2098113992179795,0.06114055208415723,0.130228528245702,False,False
pref_balanced,pref_esg_first,276,0.9257405993289158,9.97151262064341e-118,0.9067842432256467,0.9409613499165421,0.9235905485924311,4.280548764353834e-116,0.9041126729219533,0.939238084452121,0.7601944690313172,4.7755946724992273e-79,True,True
pref_balanced,pref_financial_first,276,0.9719120993279334,3.4808504541117634e-174,0.964524919234107,0.9777784045226067,0.9659351030395857,6.960732018206127e-163,0.9570102301444973,0.9730326634375143,0.8523994003458979,6.984348689294042e-99,True,True
pref_balanced,risk_adjusted_score,276,0.4337953881442412,4.314593026035092e-14,0.3327700113718231,0.5249763687643019,0.4218430166725638,2.4630627552201287e-13,0.31969690526319056,0.5142967625453411,0.29109887934950035,5.745053625552991e-13,True,True
pref_balanced,value_score,276,-0.29021323039428576,9.319777538223871e-07,-0.3947559685080761,-0.1782519323814507,-0.28226510597336796,1.885638055468815e-06,-0.38742268895924475,-0.1698567466528054,-0.19183426692372904,2.0440460849819074e-06,True,True
pref_balanced,growth_score,276,0.3566180742860631,1.0646011752263092e-09,0.24903468567044457,0.45550779105051276,0.3227129171538544,4.1484906812986233e-08,0.2127500724605131,0.42460362522389566,0.22225151672174814,3.754537863326227e-08,True,True
pref_balanced,stability_score,276,0.4411091892928401,1.4358315158218025e-14,0.3407888004367567,0.531497219908567,0.4099292769876658,1.307313947725987e-12,0.306704639910518,0.5036230628730348,0.2825588542762263,2.6528864788802206e-12,True,True
pref_esg_first,pref_financial_first,276,0.8165320322853225,2.477227076772417e-67,0.7729841571105098,0.8524215664270279,0.8081716928782274,5.959455035804771e-65,0.7628984245275716,0.8455576103534508,0.6178799670830173,7.71182334765475e-53,True,True
pref_esg_first,risk_adjusted_score,276,0.1978075653630379,0.00095309650197461,0.08164524669170911,0.308667779743114,0.19626646180359505,0.0010463346777268335,0.0800523756049661,0.3072164715596215,0.1340291831663713,0.0009064851157885643,True,True
pref_esg_first,value_score,276,-0.17268175866915714,0.004009268187099304,-0.2849414039840077,-0.05574925515048165,-0.17170611372280456,0.004224033396026319,-0.2840173166536605,-0.05474686663270773,-0.11478802216116951,0.004487204009852065,True,True
pref_esg_first,growth_score,276,0.11105993009069248,0.06541726708041462,-0.007102342050646259,0.22616344614322914,0.09840177944402415,0.10282383223201862,-0.01989854702672766,0.2139847992491092,0.06534087415328112,0.10575103441675968,False,False
pref_esg_first,stability_score,276,0.3551024170253365,1.2659912275779105e-09,0.24740618553268165,0.45413135722166925,0.3499646977214045,2.262294664753529e-09,0.2418904789585717,0.44946205258454763,0.2408835211322453,2.471132464720523e-09,True,True
pref_financial_first,risk_adjusted_score,276,0.5451152065945982,9.176296307357588e-23,0.4564219697749887,0.623081990468391,0.5372333116439129,4.860339333522061e-22,0.447552743623155,0.6162154878546389,0.3770461638516445,1.0232130358707325e-20,True,True
pref_financial_first,value_score,276,-0.2911459523345982,8.567868431350222e-07,-0.395615665299417,-0.1792381872970543,-0.2907592266615464,8.872292269577755e-07,-0.3952592395688108,-0.1788292384545663,-0.1979070608360002,9.627504845695285e-07,True,True
pref_financial_first,growth_score,276,0.44530813307888395,7.542925961046287e-15,0.34539909157904525,0.5352360866579483,0.41944914976612413,3.4629039434559267e-13,0.31708323945774297,0.5121543578576608,0.2893217767362731,7.948824147790068e-13,True,True
pref_financial_first,stability_score,276,0.4443761389623717,8.708123526888356e-15,0.34437537857284434,0.5344065150098031,0.4044537994259244,2.7544399151421054e-12,0.300746353305938,0.49870788694833096,0.27782903852043717,6.089618751082477e-12,True,True
risk_adjusted_score,value_score,276,-0.3228553140935037,4.0888814229255406e-08,-0.4247339168189975,-0.21290183123039588,-0.32552453000775694,3.112999014974563e-08,-0.42717543855046397,-0.21574751577140336,-0.22797859157900285,1.6772693055189694e-08,True,True
risk_adjusted_score,growth_score,276,0.3197933323188613,5.572498308736131e-08,0.20963970971877344,0.4219313073647498,0.31952052429313527,5.7273776671943444e-08,0.20934918911509015,0.4216815134389114,0.2188035540088059,6.118940989483747e-08,True,True
risk_adjusted_score,stability_score,276,0.1603923801899589,0.007588471530977145,0.04314020214395222,0.2732861937132704,0.15213096826079045,0.011384622766089796,0.03468483542695534,0.26543241928649325,0.10575021751166652,0.008863604533966478,True,True
value_score,growth_score,276,-0.28427893642461893,1.5805179844814808e-06,-0.3892819946452308,-0.17198230769377693,-0.28999707191279445,9.502840124388289e-07,-0.3945567074873484,-0.17802339972648326,-0.20082258957525903,6.685997633549975e-07,True,True
value_score,stability_score,276,-0.2338418816001083,8.790754802509954e-05,-0.3424559806563573,-0.1190599269500396,-0.2385728970997097,6.242754982337919e-05,-0.34687133265571496,-0.12399650168540079,-0.16095863323578263,6.786360338248757e-05,True,True
growth_score,stability_score,276,0.042266306751336545,0.4843605783328003,-0.07618301378877612,0.15953929130483632,0.022884171605316677,0.7050558093952086,-0.09544284770890017,0.14057349494540045,0.012154288275462046,0.7635569424711094,False,False
