ticker,scope1_emissions,scope2_emissions,scope3_emissions,emissions_intensity,renewable_energy_pct,energy_efficiency,water_usage_intensity,waste_recycling_pct,carbon_reduction_target,environmental_fines,employee_turnover,gender_diversity_pct,women_management_pct,pay_gap_ratio,injury_rate,safety_training_hours,employee_satisfaction,community_investment_pct,supply_chain_audit_pct,human_rights_policy,board_independence_pct,board_diversity_pct,board_size,exec_comp_esg_linked,ceo_pay_ratio,shareholder_rights_score,ethics_compliance_score,anti_corruption_policy,data_privacy_score,tax_transparency_score,esg_controversy_score,esg_risk_rating
WK,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
GLOB,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
HUBS,real_public_registry,missing,missing,missing,real_public_registry,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,real_public_registry,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
ANSS,cross_sector_imputed,missing,missing,missing,cross_sector_imputed,missing,missing,cross_sector_imputed,real_public_registry,missing,missing,cross_sector_imputed,missing,missing,missing,cross_sector_imputed,cross_sector_imputed,financial_proxy,financial_proxy,real_public_registry,cross_sector_imputed,cross_sector_imputed,cross_sector_imputed,real_sec,missing,financial_proxy,cross_sector_imputed,financial_proxy,cross_sector_imputed,real_sec,cross_sector_imputed,cross_sector_imputed
CDNS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,real_public_registry,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
NET,real_public_registry,missing,missing,missing,real_public_registry,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
BILL,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
FROG,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
CFLT,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
SMCI,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
MARA,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
RBLX,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
SAMSN,cross_sector_imputed,missing,missing,missing,cross_sector_imputed,missing,missing,cross_sector_imputed,sector_imputed,missing,missing,cross_sector_imputed,missing,missing,missing,cross_sector_imputed,cross_sector_imputed,financial_proxy,financial_proxy,sector_imputed,cross_sector_imputed,cross_sector_imputed,cross_sector_imputed,sector_imputed,missing,financial_proxy,cross_sector_imputed,financial_proxy,cross_sector_imputed,sector_imputed,cross_sector_imputed,cross_sector_imputed
TENB,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
CWAN,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
RPD,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
ILMN,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,real_sec,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
ALGN,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
INCY,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
BMRN,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
ALKS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
IONS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
EXAS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
TECH,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,real_sec,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
DXCM,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
VEEV,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,real_public_registry,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
TFX,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
STE,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,real_public_registry,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
BIO,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,real_public_registry,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
HOLX,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
NTRA,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
MEDP,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
HRMY,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
PEN,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
RVMD,financial_proxy,missing,missing,missing,sector_imputed,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,sector_imputed,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
PCVX,financial_proxy,missing,missing,missing,sector_imputed,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,sector_imputed,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
AZTA,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
NEOG,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
AVTR,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
ENSG,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
GMED,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
OMCL,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
GNRC,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,real_sec,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
MTZ,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
AWI,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
GFF,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
WWD,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
FIX,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
ROAD,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
DY,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
EME,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
WSC,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
GGG,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
RBC,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
ITT,real_public_registry,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,real_public_registry,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
WTS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
ALLE,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_sec,missing,real_sec,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
SITE,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
TTC,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
AAON,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_sec,financial_proxy,sector_imputed,real_sec,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_sec,real_yahoo,real_yahoo
ESAB,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
MWA,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
ZWS,financial_proxy,missing,missing,missing,financial_proxy,missing,missing,financial_proxy,sector_imputed,missing,missing,financial_proxy,missing,missing,missing,financial_proxy,financial_proxy,financial_proxy,financial_proxy,sector_imputed,real_yahoo,financial_proxy,sector_imputed,real_yahoo,missing,real_yahoo,real_yahoo,financial_proxy,real_yahoo,real_yahoo,real_yahoo,real_yahoo
