ticker,company_name,market_cap,total_revenue,ebitda,net_income,gross_profit,total_debt,total_cash,total_assets,roa,roe,debt_to_equity,current_ratio,quick_ratio,free_cashflow,operating_cashflow,trailing_pe,forward_pe,price_to_book,price_to_sales,enterprise_to_revenue,enterprise_to_ebitda,dividend_yield,payout_ratio,revenue_growth,earnings_growth,earnings_quarterly_growth,profit_margins,gross_margins,operating_margins,currency,sector,industry,country,price,beta,employees,52_week_high,52_week_low,50d_avg,200d_avg,avg_volume,avg_volume_10d,avg_daily_volume,avg_daily_volume_30d,avg_daily_volume_90d,price_volatility,price_volatility_30d,price_momentum_1m,price_momentum_3m,price_momentum_6m,price_momentum_12m,price_latest,max_drawdown_1y,sharpe_ratio_1y,sortino_ratio_1y,avg_daily_return,return_skewness,return_kurtosis,amihud_illiquidity,r_d_expenditure,sec_revenue,scope1_emissions,scope2_emissions,scope3_emissions,emissions_intensity,renewable_energy_pct,energy_efficiency,water_usage_intensity,waste_recycling_pct,carbon_reduction_target,environmental_fines,employee_turnover,gender_diversity_pct,women_management_pct,pay_gap_ratio,injury_rate,safety_training_hours,employee_satisfaction,community_investment_pct,supply_chain_audit_pct,human_rights_policy,board_independence_pct,board_diversity_pct,board_size,exec_comp_esg_linked,ceo_pay_ratio,shareholder_rights_score,ethics_compliance_score,anti_corruption_policy,data_privacy_score,tax_transparency_score,esg_controversy_score,esg_risk_rating,esg_data_quality_score,esg_data_source,revenue_per_employee,r_d_intensity,net_margin,operating_margin,market_share,gross_margin,debt_to_ebitda,cash_flow_to_debt,fcf_margin,pct_from_52w_high
WK,Workiva Inc.,3410078464.0,884568000.0,-31451000.0,-26169000.0,694137984.0,797347968.0,891620992.0,,-0.01854,,,1.567,1.444,137754752.0,140070000.0,,17.868683,-618.5567,3.8550777,3.749,-105.428,,0.0,0.195,,,-0.029579999,0.78472,0.032899998,USD,Technology,Software - Application,US,60.0,0.679,2860.0,97.095,56.065,65.0158,77.22845,956121.0,685030.0,614648.6055776892,1002906.6666666666,847226.6666666666,44.23012055850404,35.336646517296785,-6.861220575253046,-27.684706379119017,-31.397209435081976,-22.199172895310603,60.0,-38.28099704276124,-0.2146721815805424,-0.3780810657027303,-0.0236042911259467,2.871625516873807,36.55172610233773,0.0004173753659477,214844000.0,884568000.0,49.54021031079281,,,,58.12880810886896,,,66.23445722027677,0.0,,,37.285710393820324,,,,34.293745432257325,31.666293000253255,36.12730122478512,36.12776052076208,0.0,30.0,41.9063962756554,40.0,70.0,,0.0,90.0,,30.0,89.7,47.5,20.0,48.90625,real_sec,309289.5104895105,24.288014036230116,-2.958393249586239,-3.555520887031862,0.032857357189180494,78.47197547277315,-25.352070458808942,0.17566985258812373,15.57311049009234,-38.20485091920284
GLOB,Globant S.A.,2107969920.0,2454876928.0,393580000.0,102918000.0,859291008.0,523775008.0,250336000.0,,0.04736,0.04956,24.23,1.644,1.552,291899008.0,301176000.0,20.895197,7.1568522,1.0018845,0.8586866,0.981,6.117,,0.0,-0.047,0.095,0.082,0.04192,0.35002998,0.19084999,USD,Technology,Information Technology Services,US,47.85,1.218,28773.0,142.245,40.76,51.8638,65.05345,1441565.0,1062440.0,974856.7729083664,1466676.6666666667,1328618.888888889,53.108418698288176,54.23626376404784,-10.056395135515327,-24.13191896995068,-19.512198721534222,-59.42508407504767,47.84999847412109,-70.39042377274971,-1.198127132661965,-1.4257181413124456,-0.2246840769009817,-2.010917276901607,15.031071942359231,0.0002228090571313,,,44.4825237295139,,,,73.18215645862631,,,31.495961028529035,0.0,,,56.97085823581071,,,,60.48968952007346,24.56020501585529,31.495348378302694,38.443660266878595,0.0,30.0,25.71918882696621,40.0,40.0,,60.0,90.0,,30.0,100.0,75.0,40.0,48.90625,real_yahoo,85318.7685677545,,4.192389395416567,16.03257562572196,0.09118662225942395,35.00342514930345,1.330796808780934,0.5750102532574445,11.890576047647796,-66.36085626911314
HUBS,"HubSpot, Inc.",12904027136.0,3131266048.0,30810000.0,45911000.0,2622778880.0,262304992.0,1703794048.0,,0.0020299999,0.0231,12.695,1.669,1.447,651586880.0,760716992.0,284.5,16.018976,6.223166,4.1210256,3.661,372.04,,0.0,0.204,9.681,9.922,0.01466,0.83761,0.05687,USD,Technology,Software - Application,US,244.67,1.439,8882.0,682.565,207.2,259.4478,406.1626,1698463.0,1104600.0,831352.9880478088,1455670.0,1381101.111111111,47.79366485932906,65.08080832260794,-16.056541961695924,-35.988804872337234,-45.03774010329607,-58.739607379841054,244.6699981689453,-68.86082279067149,-1.2733694675535323,-1.585464100046428,-0.1416558781718551,-0.5293684839162666,3.5282335785352976,5.390892348962402e-05,905943000.0,144022000.0,56.666950493504025,,,,54.65495848969419,,,72.02420658556805,1.0,,,41.91750988605335,,,,45.42702166957919,35.219336992452234,41.917242282888154,40.75956001299511,1.0,80.0,30.57535106157297,40.0,70.0,,80.0,90.0,,30.0,83.0,90.0,90.0,48.90625,real_sec,352540.64940328756,28.932163096733454,1.4662120463805444,0.9839470529717186,0.116311156398931,83.76097207310823,8.513631678026615,2.9001239595165615,20.80905518763508,-64.15432962428487
ANSS,ANSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,89233000.0,375401000.0,49.81743176856749,,,,50.0236992794642,,,50.0274184500031,1.0,,,50.02702075014408,,,,50.00000000000001,50.028268176690304,50.0,50.0,1.0,50.0,49.19063962756554,65.0,90.0,,50.0,60.0,,30.0,83.0,57.5,60.0,28.28125,real_sec,,,,,,,,,,
CDNS,"Cadence Design Systems, Inc.",76952379392.0,5296758784.0,1908109056.0,1108888064.0,4574510080.0,2666328064.0,3155529984.0,,0.10981,0.21855,48.707,2.856,2.507,1510117504.0,1728781056.0,68.48157,29.606054,13.838439,14.528202,14.255,39.57,,0.0,0.062,0.146,0.141,0.20934999,0.86364,0.32824,USD,Technology,Software - Application,US,278.72,1.041,13800.0,376.45,221.56,292.8576,321.7707,2520726.0,2382930.0,1956849.003984064,2452013.333333333,2222975.5555555555,38.25489005621059,32.45178146678774,-7.04375512778066,-10.206183408091896,-19.732747074270808,5.20117711644712,278.7200012207031,-28.08741904508758,0.3832248916895137,0.5539597067290658,0.0072991897808545,0.3065537421113745,5.703556711700511,2.791157546223536e-05,,5296759000.0,78.50696073084487,,,,29.18006128241252,,,73.18215645862631,1.0,,,68.5503569663933,,,,63.10928392885508,39.956728982050876,54.65511261071484,60.444707854985495,1.0,50.0,49.19063962756554,40.0,10.0,,90.0,70.0,,30.0,89.9,87.5,60.0,48.90625,real_sec,383823.1002898551,,20.935219239162546,36.02408819831203,0.19674857705774718,86.36432706390733,1.39736670480956,0.6483752240924544,28.510218523857173,-25.960950989507225
NET,"Cloudflare, Inc.",74510704640.0,2167937024.0,-42443000.0,-102267000.0,1615411968.0,3518327040.0,4101251072.0,,-0.026919998,-0.08164,241.126,1.976,1.918,388025120.0,603113984.0,,146.82953,51.046543,34.369404,34.101,-1741.813,,0.0,0.336,,,-0.04717,0.74514,-0.07016,USD,Technology,Software - Infrastructure,US,211.69,1.875,5156.0,260.0,89.42,192.1248,201.68166,4674863.0,3469060.0,3226570.3187251,3889310.0,3835261.111111111,50.85165917325993,62.03376560673971,10.07748173721843,7.994081128150854,-5.73120558296647,77.07235218535082,211.69000244140625,-36.758783848623175,1.41127770892711,2.0806771255929166,0.2118172632155869,0.2076898040405802,5.06781233551111,5.715428106131043e-05,512489000.0,2167937000.0,35.976414479181145,,,,24.548261790179488,,,55.81290836275245,1.0,,,28.02211140935426,,,,33.63884683006192,42.3254249768502,37.285289436405726,51.18110887051943,0.0,20.0,34.62215292374527,40.0,20.0,,0.0,90.0,,30.0,83.3,90.0,10.0,48.90625,real_sec,420468.7788983708,23.6394781917798,-4.717249572651793,-1.9577598209790066,0.08052821395440143,74.51378661449532,-82.89534293051858,0.17142067157008803,17.89835754933811,-18.580769230769235
BILL,"BILL Holdings, Inc.",3869052672.0,1551979008.0,-2262000.0,-24211000.0,1296822016.0,1887090048.0,2241499904.0,,-0.00509,-0.00636,49.571,1.654,0.687,122548376.0,385518016.0,,14.362037,1.0144166,2.49298,2.235,-1533.347,,0.0,0.144,,,-0.0156,0.83559,-0.042600002,USD,Technology,Software - Application,US,38.63,1.325,2364.0,57.21,35.458,42.823,47.32785,2841222.0,2294420.0,2481886.852589641,2009890.0,2636064.4444444445,61.87906996080099,44.39836976224111,-14.402835909951506,-23.59572781079464,-29.01506363857361,-17.333615564879278,38.630001068115234,-36.636477650487976,0.028672247769291,0.0550957885693594,-0.0203540965304904,0.6948387017229386,31.468418170447112,0.0001895628870576,340059000.0,1462570000.0,46.781472175549766,,,,67.39240709333502,,,70.8662567125098,0.0,,,30.338011155470777,,,,27.744759410303296,52.98455695344715,30.337360166682082,39.60161013993685,0.0,30.0,26.528549199400672,40.0,10.0,,20.0,90.0,,80.0,100.0,75.0,30.0,48.90625,real_yahoo,656505.502538071,21.91131440870623,-1.5600082137193443,-0.14574939405365978,0.057648398558353915,83.55924979108997,-834.2573156498673,0.20429232638293263,7.896265050512848,-32.47683971333682
FROG,JFrog Ltd.,6054419968.0,531840000.0,-61012000.0,-71819000.0,408387008.0,12456000.0,704414016.0,,-0.04325,-0.08648,1.404,2.142,2.023,174897120.0,145728992.0,,46.20736,6.821674,11.383912,10.083,-87.892,,0.0,0.252,,,-0.13504,0.76788,-0.13675,USD,Technology,Software - Application,US,50.61,1.136,1800.0,70.43,27.0,46.7436,50.044327,3373921.0,3828870.0,1484767.7290836654,4045266.6666666665,2891265.5555555555,57.599484062198215,104.85602558522756,23.13869218807516,-15.041126624768395,5.262060488655718,52.53164600621434,50.61000061035156,-49.62308160498652,1.016692294603624,1.4193241344085414,0.0990558629500949,-0.7770742705697257,17.886104200258117,0.0004934732318839,,,38.5052577698206,,,,30.338011155470777,,,61.60265772804374,0.0,,,26.864161536296,,,,24.470266399326277,30.481945002853593,62.761030092059094,54.65495848969421,0.0,20.0,31.38471143400743,40.0,0.0,,70.0,90.0,,80.0,86.679,70.0,30.0,48.90625,real_yahoo,295466.6666666667,,-13.50387334536703,-11.471871239470516,0.019755244195464625,76.78756919374248,-0.20415655936537075,11.699501605651895,32.88528880866426,-28.141417009796964
CFLT,"Confluent, Inc.",11133729792.0,1166748032.0,-338046016.0,-295275008.0,866838976.0,1105371008.0,2053971968.0,,-0.0809,-0.27721,94.546,3.83,3.592,210338752.0,64274000.0,,47.630024,9.439537,9.542531,8.686,-29.981,,0.0,0.205,,,-0.25308,0.74294996,-0.27531,USD,Technology,Software - Infrastructure,US,30.99,0.949,3241.0,31.0,15.64,30.5918,24.972,11663133.0,6891380.0,6841930.244897959,14076985.3,12477758.522222225,62.35779416830464,4.430163178717351,0.9446221530026612,3.0595280533118885,58.67894870228516,13.933819492176848,30.989999771118164,-41.828154934171366,0.5873262864527011,0.6459273675010825,0.0881460327478022,-0.0260985934651782,20.968075206174863,0.0003418708575542,53759000.0,2436000.0,32.527991810127325,,,,34.96981064770381,,,54.65495848969419,0.0,,,24.548261790179488,,,,28.399658012498698,37.58803298725155,38.44327764802633,66.23445722027678,0.0,20.0,43.52511702052432,40.0,30.0,,0.0,80.0,,30.0,40.0,40.0,10.0,48.90625,real_sec,359996.3073125579,4.6075929442836205,-25.307521410072535,-28.97335214875254,0.04333895962458216,74.29530217540577,-3.2698832575503567,0.058146992760642405,18.02777859753013,-0.032258064516133
SMCI,"Super Micro Computer, Inc.",13943189504.0,28057104384.0,1096866048.0,872780032.0,2250259968.0,5263713792.0,4106275072.0,,0.03418,0.13193,75.28,1.697,0.981,103480000.0,548956032.0,16.948904,7.716516,1.9890355,0.49695754,0.537,13.736,,0.0,1.234,0.192,0.249,0.03111,0.0802,0.0374,USD,Technology,Computer Hardware,US,23.22,1.629,6238.0,62.36,19.48,29.638,39.8813,37477539.0,71733740.0,54830971.11553785,40310816.66666666,32420056.666666668,98.09254148789944,116.72549291284687,-27.97767337318966,-25.0,-55.77142987932477,-33.827303469982986,23.21999931335449,-66.18349366456124,-0.1033309127772752,-0.1347699624266659,-0.099110419511385,-0.1256109248273469,5.7444433716627135,1.9987461221682388e-05,,,26.32083100583046,,,,74.34010633168457,,,25.706211663237745,0.0,,,38.44366026687858,,,,40.84273145421136,64.82803692744375,28.021383743440868,41.91750988605337,0.0,0.0,28.956630316704054,40.0,10.0,,10.0,0.0,,80.0,56.293000000000006,57.5,0.0,48.90625,real_yahoo,4497772.42449503,,3.110727393870753,3.9094057354881744,1.0421836426811844,8.020285832786243,4.798866554031582,0.10429063085350974,0.3688192430114459,-62.764592687620265
MARA,"MARA Holdings, Inc.",3311843584.0,907092992.0,-352031008.0,-1311480064.0,435808992.0,3645352960.0,547132032.0,,-0.08999,-0.34464002,104.839,1.273,1.084,-401107008.0,-802724992.0,,-7.168724,0.9520166,3.651052,7.073,-18.224,,0.0,-0.056,,,-1.44581,0.48044997,-5.98828,USD,Financial Services,Capital Markets,US,8.71,5.305,266.0,23.45,6.66,8.6316,13.6266,47644450.0,50050980.0,46722373.70517928,49656966.66666666,45165224.44444445,89.61849753748402,82.59018002274676,-0.6841552620853508,-12.108979089222728,-53.64555820245139,-29.87117564699737,8.710000038146973,-70.53415072630399,0.0289055312028478,0.0484942354664947,-0.0042899606218477,0.7514095332451654,2.60911245054086,6.102195438971489e-05,,,33.18665531239516,,,,54.500092761957696,,,54.620198119380625,0.0,,,24.698153941045803,,,,11.292482779169084,66.42086829032246,24.6945862063857,30.6530859933878,0.0,30.0,18.6489702652587,70.0,0.0,,60.0,20.0,,30.0,69.391996,47.5,10.0,48.90625,real_yahoo,3410124.030075188,,-144.58055299362294,-38.80870110393268,0.052373157031795556,48.04457710990672,-10.35520416428771,-0.22020501191741937,-44.21895125830716,-62.857142857142854
