ticker,scope1_emissions,scope2_emissions,scope3_emissions,emissions_intensity,renewable_energy_pct,energy_efficiency,water_usage_intensity,waste_recycling_pct,carbon_reduction_target,environmental_fines,employee_turnover,gender_diversity_pct,women_management_pct,pay_gap_ratio,injury_rate,safety_training_hours,employee_satisfaction,community_investment_pct,supply_chain_audit_pct,human_rights_policy,board_independence_pct,board_diversity_pct,board_size,exec_comp_esg_linked,ceo_pay_ratio,shareholder_rights_score,ethics_compliance_score,anti_corruption_policy,data_privacy_score,tax_transparency_score,esg_controversy_score,esg_risk_rating
CFLT,32.527991810127325,,,,34.96981064770381,,,54.65495848969419,0.0,,,24.548261790179488,,,,28.399658012498698,37.58803298725155,38.44327764802633,66.23445722027678,0.0,20.0,43.52511702052432,40.0,30.0,,0.0,80.0,,30.0,40.0,40.0,10.0
SMCI,26.32083100583046,,,,74.34010633168457,,,25.706211663237745,0.0,,,38.44366026687858,,,,40.84273145421136,64.82803692744375,28.021383743440868,41.91750988605337,0.0,0.0,28.956630316704054,40.0,10.0,,10.0,0.0,,80.0,56.293000000000006,57.5,0.0
MARA,33.18665531239516,,,,54.500092761957696,,,54.620198119380625,0.0,,,24.698153941045803,,,,11.292482779169084,66.42086829032246,24.6945862063857,30.6530859933878,0.0,30.0,18.6489702652587,70.0,0.0,,60.0,20.0,,30.0,69.391996,47.5,10.0
RBLX,25.435428779478073,,,,34.73988606593307,,,30.354795854994297,0.0,,,25.969705644055516,,,,29.26715778604736,52.28024690968816,43.51006648781062,30.354795854994297,0.0,30.0,30.846728057928164,65.0,40.0,,0.0,50.0,,30.0,82.67999999999999,90.0,10.0
SAMSN,49.81743176856749,,,,50.0236992794642,,,50.0274184500031,0.0,,,50.02702075014408,,,,50.00000000000001,50.028268176690304,50.0,50.0,0.0,50.0,49.19063962756554,65.0,90.0,,50.0,60.0,,30.0,83.0,57.5,60.0
TENB,50.689684533810755,,,,68.55035696639328,,,65.07650734721851,0.0,,,39.60161013993684,,,,32.32904962567112,49.43151296124816,52.33913618747363,26.864161536296013,0.0,30.0,37.85959441348311,40.0,30.0,,20.0,90.0,,30.0,40.0,70.0,40.0
CWAN,35.28672994537038,,,,33.81186077464555,,,50.02315899746116,0.0,,,31.495961028529035,,,,31.674151023475716,26.928901010654613,45.39120691774998,46.5493093782864,0.0,40.0,47.57191888269662,40.0,50.0,,20.0,30.0,,30.0,100.0,37.5,40.0
RPD,39.424837148234964,,,,74.4559013189904,,,52.339058743577674,0.0,,,34.96981064770381,,,,31.019252421280317,34.03498899505257,34.96931301316451,32.6539109015873,0.0,70.0,33.81279255131081,40.0,50.0,,60.0,40.0,,30.0,90.0,75.0,60.0
ILMN,56.76791256763753,,,,44.233409632169874,,,57.78213415944701,1.0,,,54.45643580070897,,,,54.6470522524379,47.06281696644884,60.000428614144475,41.153642365756816,0.0,80.0,36.48279394853541,65.0,30.0,,80.0,60.0,,30.0,90.0,65.0,70.0
ALGN,62.0724926882183,,,,60.44470785498549,,,61.10783251818505,0.0,,,59.9992663986057,,,,64.60502136480483,28.113249008054275,51.13086886767487,30.067981169963364,0.0,50.0,30.95302783657262,70.0,10.0,,50.0,90.0,,55.0,87.1,52.5,30.0
INCY,56.21916289999124,,,,54.654958489694195,,,38.93651012659814,0.0,,,67.75922923566111,,,,48.67227078501774,60.090644937845106,50.02217389936617,51.13073744197093,0.0,70.0,45.391861573364345,70.0,20.0,,40.0,20.0,,30.0,90.0,75.0,40.0
BMRN,51.28041589117467,,,,59.286757981927224,,,37.82794400701879,0.0,,,61.10783251818505,,,,47.34454157003548,55.353252948246464,52.239563835983574,66.65066311608177,0.0,90.0,49.385581543115244,70.0,60.0,,70.0,70.0,,30.0,89.3,77.5,80.0
ALKS,56.76791256763753,,,,53.49700861663593,,,74.47713992031194,0.0,,,41.15364236575682,,,,32.07565559773953,51.80020895604748,24.52218962826607,55.56500192028831,0.0,50.0,43.24139697426771,70.0,80.0,,80.0,70.0,,30.0,100.0,62.5,70.0
IONS,21.64793383827522,,,,24.548261790179488,,,26.742282811225337,0.0,,,24.525150572066636,,,,22.117686485372595,49.43151296124816,25.63088459657477,58.89070027902635,0.0,70.0,47.54232617246099,70.0,70.0,,50.0,40.0,,30.0,90.0,75.0,60.0
EXAS,38.842090091192176,,,,37.28571039382033,,,59.9992663986057,0.0,,,25.633716691645983,,,,36.058843242686294,43.509772974249856,45.58739402613137,44.479340724494854,0.0,80.0,39.55488623295918,70.0,70.0,,60.0,90.0,,30.0,40.0,45.0,80.0
TECH,53.29249800587771,,,,33.81186077464555,,,52.23930356155028,0.0,,,53.34786968112963,,,,42.03362471010645,38.77238098465122,66.65259842399668,72.1934937139785,0.0,90.0,30.338609379687863,75.0,0.0,,90.0,30.0,,30.0,100.0,47.5,20.0
DXCM,60.24332712939733,,,,41.91750988605336,,,45.58790684407421,1.0,,,68.86779535524047,,,,64.60502136480483,42.3254249768502,55.56564874090967,40.04507624617747,0.0,40.0,38.32604931918967,70.0,70.0,,40.0,80.0,,30.0,90.0,80.0,60.0
VEEV,71.58415359408724,,,,30.33801115547078,,,65.54209699650242,1.0,,,71.08492759439915,,,,63.94115675731369,39.956728982050876,67.76129339230538,65.54209699650241,1.0,60.0,43.85581543115246,70.0,0.0,,70.0,90.0,,55.0,88.889,90.0,30.0
TFX,61.70665957645409,,,,63.91855747416026,,,41.15364236575683,0.0,,,74.41062595313718,,,,69.25207361724273,25.744553013254958,63.32651351907057,73.30205983355785,0.0,50.0,38.32604931918967,70.0,60.0,,90.0,60.0,,30.0,100.0,42.5,80.0
STE,42.50042120883409,,,,55.81290836275245,,,33.39367952870141,1.0,,,51.13073744197093,,,,57.96637528989354,31.666293000253255,69.97868332892277,63.324964757343736,1.0,60.0,43.85581543115246,70.0,40.0,,20.0,20.0,,30.0,90.0,37.5,30.0
BIO,33.903343082375606,,,,62.760607601102,,,36.71937788743945,1.0,,,35.61081176786009,,,,42.03362471010645,34.03498899505258,46.696088994440075,67.75922923566111,1.0,10.0,32.79628320722688,70.0,40.0,,0.0,60.0,,80.0,90.0,30.0,10.0
HOLX,56.402079455873334,,,,48.8652091244029,,,46.696472963653555,1.0,,,62.216398637764385,,,,56.638646074911286,48.2471649638485,64.43520848737927,61.10783251818504,0.0,50.0,47.54232617246099,70.0,40.0,,30.0,30.0,,30.0,90.0,42.5,40.0
NTRA,35.915425197078655,,,,26.864161536296006,,,51.130737441970936,0.0,,,27.850848930804673,,,,34.06724942021291,37.58803298725156,40.04391918458787,54.45643580070897,0.0,20.0,38.94046777607443,70.0,50.0,,20.0,90.0,,30.0,90.0,67.5,40.0
MEDP,62.438325799982486,,,,40.759560012995095,,,63.324964757343736,0.0,,,58.89070027902635,,,,53.31932303745564,41.14107697945054,62.217818550761876,24.525150572066636,0.0,10.0,37.097212405420166,70.0,60.0,,30.0,40.0,,80.0,89.8,50.0,30.0
HRMY,56.95082912351962,,,,69.70830683945155,,,69.97636147481981,0.0,,,45.587906844074205,,,,32.07565559773953,61.27499293524477,65.54390345568797,56.67356803986766,0.0,10.0,34.63953857788115,70.0,0.0,,20.0,10.0,,80.0,91.136,47.5,0.0
PEN,47.80500132941485,,,,29.18006128241252,,,54.456435800708974,0.0,,,43.37077460491552,,,,40.04203088763307,30.481945002853593,41.152614152896575,68.86779535524046,0.0,50.0,44.470233888037214,70.0,30.0,,60.0,30.0,,30.0,95.267,55.0,50.0
RVMD,24.84897356621189,,,,50.02315899746116,,,25.07943363185632,0.0,,,30.62226422975304,,,,25.105077219082677,50.023686959947995,28.40262201734652,69.9763614748198,0.0,30.0,43.85581543115246,70.0,20.0,,20.0,50.0,,30.0,40.0,70.0,30.0
PCVX,24.84897356621189,,,,50.02315899746116,,,25.07943363185632,0.0,,,30.62226422975304,,,,24.441212611591546,50.023686959947995,28.40262201734652,74.41062595313718,0.0,50.0,33.410701664111635,70.0,0.0,,20.0,80.0,,30.0,100.0,42.5,10.0
AZTA,26.952513958855985,,,,70.86625671250981,,,34.502245648280756,0.0,,,26.74228281122533,,,,26.10087413031937,26.928901010654616,61.10912358245318,48.913605202812235,0.0,80.0,26.037680181494586,70.0,80.0,,40.0,0.0,,30.0,100.0,35.0,50.0
NEOG,28.964596073559036,,,,67.39240709333502,,,35.6108117678601,0.0,,,28.95941505038402,,,,26.764738737810497,29.297597005453934,26.73957956488347,59.99926639860569,0.0,70.0,24.194424810840324,70.0,20.0,,50.0,0.0,,30.0,100.0,27.5,40.0
AVTR,32.07417752355465,,,,73.18215645862632,,,30.067981169963375,0.0,,,37.827944007018786,,,,46.68067696254436,44.694120971649525,43.37000408951398,38.93651012659813,0.0,70.0,35.253957034765904,70.0,70.0,,90.0,80.0,,30.0,100.0,52.5,90.0
ENSG,30.245011964733703,,,,68.5503569663933,,,27.850848930804684,0.0,,,36.719377887439435,,,,51.991593822473384,24.560205015855292,42.26130912120527,35.61081176786009,0.0,50.0,43.2413969742677,70.0,30.0,,80.0,30.0,,30.0,90.0,32.5,60.0
GMED,62.98707546762876,,,,50.02315899746116,,,55.56500192028832,0.0,,,65.54209699650242,,,,55.31091685992902,45.87846896904918,48.913478931057476,64.43353087692307,0.0,10.0,37.097212405420166,70.0,40.0,,0.0,30.0,,30.0,100.0,50.0,0.0
OMCL,30.245011964733703,,,,72.02420658556807,,,32.28511340912206,0.0,,,33.3936795287014,,,,32.07565559773953,32.85064099765292,44.478699057822666,31.17654728954271,0.0,60.0,34.94674780632352,70.0,80.0,,30.0,90.0,,30.0,100.0,37.5,60.0
GNRC,37.11134861552352,,,,57.296108001642395,,,57.2961080016424,1.0,,,24.57270002085425,,,,34.394246640190175,44.440640677144145,26.996656167579296,39.11643690120454,0.0,10.0,33.28239145972373,40.0,20.0,,10.0,50.0,,30.0,90.0,62.5,10.0
MTZ,25.003827617985007,,,,68.20391066190511,,,25.784678094216776,0.0,,,29.420612314304346,,,,47.07392124503566,38.235998575742514,25.784678094216773,24.57270002085425,0.0,30.0,37.4617935947928,40.0,30.0,,40.0,20.0,,80.0,76.805,65.0,40.0
AWI,62.30280359427301,,,,42.7523711212921,,,60.93204222172997,0.0,,,60.93204222172996,,,,48.049280830023775,41.95878383658349,60.93204222172996,41.540393047929584,0.0,50.0,35.37209252725827,40.0,80.0,,60.0,50.0,,30.0,100.0,45.0,70.0
GFF,64.45091215835242,,,,71.83984488199268,,,62.1440202950925,0.0,,,63.35599836845501,,,,53.90143833995247,50.64528277854577,63.35599836845501,74.26380102871772,0.0,60.0,31.1926903921892,40.0,90.0,,30.0,20.0,,80.0,78.818,37.5,60.0
WWD,50.00000000000001,,,,31.844568461029382,,,40.32841497456707,0.0,,,57.296108001642395,,,,60.72895543486927,34.51321331490154,45.176327268017154,48.812261488104724,0.0,60.0,54.87596915758056,40.0,90.0,,80.0,80.0,,30.0,91.265,42.5,80.0
FIX,32.815131487364695,,,,33.056546534391906,,,35.48050268111697,0.0,,,34.26852460775444,,,,50.00000000000001,39.47692699602284,42.75237112129211,26.996656167579296,0.0,80.0,40.24806168483884,40.0,50.0,,10.0,10.0,,30.0,96.893,30.0,30.0
ROAD,27.151936182064418,,,,63.35599836845501,,,26.996656167579296,0.0,,,31.844568461029393,,,,16.837774110404105,64.29549540162934,29.420612314304346,29.420612314304346,0.0,0.0,43.03432977488489,40.0,50.0,,0.0,20.0,,30.0,100.0,35.0,0.0
DY,26.37080579512645,,,,66.9919325885426,,,31.844568461029397,0.0,,,26.996656167579296,,,,43.1724829050832,27.067642793219598,33.05654653439191,47.6002834147422,0.0,80.0,37.461793594792795,40.0,60.0,,70.0,40.0,,30.0,94.303,47.5,80.0
EME,33.791544471037156,,,,60.93204222172996,,,29.420612314304346,1.0,,,40.32841497456706,,,,56.827517094916814,35.75414173518187,41.540393047929584,25.784678094216773,0.0,50.0,52.08970106753452,40.0,50.0,,50.0,70.0,,30.0,90.0,35.0,60.0
WSC,77.5348461395634,,,,70.62786680863016,,,73.05182295535522,0.0,,,74.43347795898848,,,,62.19199481235144,46.92249751770479,70.62786680863016,33.05654653439191,0.0,40.0,33.97895848223524,40.0,90.0,,80.0,70.0,,30.0,100.0,42.5,80.0
GGG,76.16786796242195,,,,30.632590387666863,,,71.83984488199269,1.0,,,74.26380102871772,,,,59.75359584988115,51.886211198826096,73.0518229553552,71.83984488199268,0.0,90.0,48.60686595497697,40.0,10.0,,80.0,40.0,,30.0,90.0,40.0,60.0
RBC,69.72354227018371,,,,26.99665616757929,,,63.35599836845502,0.0,,,70.62786680863016,,,,60.72895543486926,29.549499633780243,43.96434919465463,35.48050268111696,0.0,20.0,38.15836061730431,40.0,30.0,,50.0,50.0,,30.0,100.0,35.0,40.0
ITT,60.154695030193594,,,,41.54039304792958,,,50.02423956146726,1.0,,,65.77995451518005,,,,69.5071916997623,30.79042805406057,58.50808607500492,57.296108001642395,0.0,90.0,42.33776275237337,40.0,60.0,,80.0,70.0,,30.0,90.0,50.0,90.0
WTS,68.74712928651124,,,,46.38830534137968,,,69.41588873526764,0.0,,,64.56797644181754,,,,58.77823626489304,43.19971225686382,52.448195708192294,54.87215185491734,0.0,40.0,40.24806168483884,40.0,60.0,,0.0,90.0,,30.0,100.0,42.5,30.0
ALLE,70.11410746365269,,,,54.87215185491734,,,65.77995451518007,0.0,,,69.41588873526763,,,,75.35934920969098,28.308571213499917,66.9919325885426,52.448195708192294,0.0,70.0,49.303432977488484,40.0,90.0,,30.0,30.0,,30.0,89.2,47.5,60.0
SITE,33.79154447103715,,,,74.26380102871772,,,48.81226148810473,0.0,,,25.784678094216773,,,,33.418887055202056,55.60899645966707,31.844568461029393,43.96434919465463,0.0,50.0,25.620154212097113,40.0,90.0,,50.0,80.0,,30.0,100.0,45.0,70.0
TTC,43.36039171102726,,,,62.14402029509249,,,47.60028341474221,0.0,,,41.540393047929584,,,,47.073921245035656,49.404354358265444,68.20391066190511,58.50808607500492,0.0,60.0,50.69656702251151,40.0,60.0,,30.0,80.0,,30.0,93.556,30.0,50.0
AAON,39.454739776337426,,,,39.11643690120453,,,37.904458827842014,0.0,,,42.75237112129211,,,,43.1724829050832,24.58578595265894,24.57270002085425,63.35599836845501,0.0,70.0,38.15836061730431,40.0,90.0,,40.0,70.0,,80.0,89.4,30.0,70.0
ESAB,57.420738675910705,,,,59.720064148367435,,,52.4481957081923,0.0,,,59.72006414836744,,,,63.655034189833614,25.826714372939268,46.38830534137968,42.75237112129211,0.0,80.0,33.28239145972373,40.0,70.0,,70.0,40.0,,55.0,97.783,42.5,80.0
MWA,63.27921657794547,,,,53.66017378155482,,,54.87215185491735,0.0,,,66.9919325885426,,,,51.95071916997623,40.717855416303166,59.72006414836744,73.0518229553552,0.0,90.0,36.06865954976978,40.0,90.0,,80.0,20.0,,30.0,100.0,32.5,80.0
ZWS,60.154695030193594,,,,40.32841497456705,,,64.56797644181755,0.0,,,54.87215185491734,,,,37.32032539515452,59.33178172050805,65.77995451518005,70.62786680863016,0.0,60.0,49.303432977488484,40.0,10.0,,40.0,90.0,,80.0,91.99300000000001,42.5,40.0
SPXC,51.56226077387594,,,,45.176327268017154,,,59.72006414836745,0.0,,,45.176327268017154,,,,38.78336477263669,45.681569097424465,37.904458827842014,45.176327268017154,0.0,90.0,37.461793594792795,40.0,90.0,,60.0,60.0,,30.0,96.41000600000001,50.0,80.0
KMX,21.840646620865815,,,,74.22292276387194,,,25.826714372939275,1.0,,,25.826714372939275,,,,44.40462459111962,50.0267344145597,33.26478382813614,41.95550598803028,0.0,50.0,35.69377726174933,65.0,20.0,,80.0,70.0,,30.0,90.0,50.0,60.0
FIVE,57.32349483486638,,,,36.99507015546219,,,40.71785541630317,0.0,,,68.01828066247032,,,,58.393063113320565,44.6798515026195,40.71369310344646,43.19694024913672,0.0,80.0,43.187512981785396,65.0,80.0,,60.0,90.0,,30.0,100.0,75.0,80.0
DKS,37.93170569465677,,,,65.53642382190966,,,38.23599857574253,0.0,,,40.71785541630317,,,,55.59537540888038,40.66968931866435,69.26784532546935,68.0256254712655,0.0,30.0,41.14376687632101,65.0,80.0,,0.0,30.0,,30.0,90.0,72.5,40.0
ASO,43.50168768173826,,,,69.25920908275063,,,39.476926996022854,0.0,,,48.163425937985124,,,,47.20231229555981,42.00641004664941,58.094481412503875,53.12841433798823,0.0,60.0,35.01252855992787,65.0,70.0,,70.0,80.0,,30.0,100.0,65.0,70.0
BOOT,56.292016689110554,,,,49.40435435826544,,,41.9587838365835,0.0,,,65.53642382190966,,,,49.06743743185327,46.01657223060455,29.54032919048097,54.369848599094674,0.0,50.0,28.20004154171327,65.0,50.0,,60.0,70.0,,30.0,100.0,55.0,60.0
WSM,65.57532000091304,,,,35.75414173518186,,,55.608996459667075,1.0,,,69.25920908275064,,,,66.78612622664114,35.32280640672416,68.02636044625098,64.30132268794618,1.0,60.0,37.05627466539225,65.0,10.0,,70.0,30.0,,30.0,90.0,67.5,40.0
RH,55.054242914203556,,,,70.50013750303097,,,54.36806803938675,0.0,,,54.36806803938675,,,,50.93256256814673,50.0267344145597,53.12854189563033,32.024031899178766,0.0,20.0,22.750051927141584,65.0,30.0,,20.0,60.0,,80.0,95.27799999999999,62.5,30.0
POOL,32.42456629389571,,,,69.41588873526763,,,42.752371121292114,0.0,,,28.20863424094182,,,,32.443527470213944,63.05456698134902,71.83984488199268,65.77995451518005,0.0,90.0,38.85492763981582,40.0,50.0,,80.0,40.0,,80.0,90.0,47.5,90.0
DECK,76.92157960422716,,,,38.235998575742514,,,71.7410659233113,1.0,,,74.22292276387195,,,,61.19075081776075,48.69001368657465,54.37002677484872,61.8184541657333,0.0,80.0,41.82501557814248,65.0,60.0,,40.0,80.0,,30.0,90.0,72.5,70.0
YETI,66.4005025175177,,,,56.849924879947395,,,70.50013750303097,0.0,,,59.33178172050805,,,,40.6743743185327,51.36345514254475,39.47220822422807,40.71407172692384,0.0,60.0,24.793798032605963,65.0,80.0,,20.0,70.0,,30.0,100.0,57.5,60.0
GRMN,59.1957937841435,,,,45.39135950522813,,,45.39135950522813,1.0,,,65.07650734721852,,,,63.76418253105048,32.85064099765292,70.86694757340335,74.45590131899041,0.0,10.0,46.76255851026216,40.0,20.0,,30.0,30.0,,80.0,90.0,40.0,20.0
LULU,72.79566702120385,,,,51.88621119882609,,,66.77735224219,1.0,,,71.7410659233113,,,,77.9768770444019,29.975923494783967,43.19666286188323,50.64554581577536,1.0,20.0,44.550010385428315,65.0,30.0,,10.0,10.0,,30.0,87.5,82.5,10.0
FOXF,28.85469801200546,,,,72.98199434359161,,,33.27228489462122,0.0,,,30.790428054060573,,,,26.68593579633175,36.65952713470921,36.9892384657913,63.05988842683974,0.0,70.0,26.83754413807035,65.0,10.0,,30.0,70.0,,30.0,100.0,35.0,30.0
CROX,71.55789324629684,,,,63.05456698134901,,,74.22292276387195,0.0,,,64.29549540162935,,,,56.527937977027115,39.33296859067931,48.16260237875678,33.26546616028521,0.0,80.0,31.60628505082057,65.0,70.0,,30.0,80.0,,30.0,55.0,47.5,70.0
SIG,55.879425430808226,,,,71.74106592331128,,,44.440640677144145,0.0,,,63.054566981349026,,,,67.71868879478787,28.63920276679892,64.30190580859582,58.09415138241398,0.0,90.0,32.287533752642034,65.0,60.0,,80.0,50.0,,30.0,100.0,42.5,90.0
SHAK,36.69393191974977,,,,39.47692699602284,,,45.68156909742447,0.0,,,33.27228489462122,,,,39.74181175038597,25.965761310828825,32.02329894891775,38.231203204710965,0.0,30.0,27.518792839891805,65.0,20.0,,20.0,0.0,,30.0,100.0,82.5,20.0
WING,68.66975443818052,,,,28.308571213499913,,,56.8499248799474,0.0,,,72.98199434359162,,,,49.06743743185327,52.7001758705298,63.06042092937743,69.26705973237193,0.0,90.0,27.518792839891805,65.0,80.0,,50.0,40.0,,30.0,100.0,90.0,80.0
TXRH,29.886176157761295,,,,50.64528277854577,,,27.0676427932196,0.0,,,36.9950701554622,,,,55.59537540888038,24.62904058284377,65.5433906878142,59.33558564352043,0.0,90.0,43.868761683606856,65.0,60.0,,90.0,60.0,,30.0,100.0,82.5,90.0
TROW,47.72022444913832,,,,64.93077134927685,,,56.150065046327846,1.0,,,42.57931723359294,,,,43.16926166691219,51.51989887986651,73.87471902083044,72.38756921258206,1.0,20.0,35.24657424247468,65.0,20.0,,30.0,50.0,,30.0,88.5,50.0,20.0
BEN,36.03637475097225,,,,74.3183820778641,,,51.56046426548617,0.0,,,30.65854170522818,,,,37.47697972267235,50.02980193882091,72.38441196584726,74.32524164775894,0.0,40.0,33.40239602278402,40.0,30.0,,60.0,0.0,,60.0,86.8,47.5,30.0
IVZ,35.46643086325684,,,,70.89115911345924,,,48.50073041159172,0.0,,,32.14863864627378,,,,34.06161055612844,48.53970499777532,70.8941049108641,60.463431149955134,0.0,60.0,27.86986136371202,70.0,80.0,,60.0,10.0,,30.0,94.04299999999999,47.5,60.0
SF,50.28497194385771,,,,69.40106217241365,,,66.85913353495843,0.0,,,38.10902641045615,,,,40.89234888921625,42.579317233592946,43.32342439367538,47.04877582949983,0.0,50.0,39.85701979170135,70.0,70.0,,70.0,90.0,,30.0,88.835996,40.0,70.0
WBS,52.84971943857709,,,,47.049608056729724,,,34.731928069066676,0.0,,,64.93077134927685,,,,54.55382555539187,41.089220292547346,54.500727306049185,41.08670679818637,0.0,60.0,41.70119801139201,70.0,80.0,,60.0,90.0,,30.0,90.0,50.0,80.0
PB,56.2693827648696,,,,41.089220292547346,,,34.731928069066676,0.0,,,69.40106217241365,,,,55.69228194423983,24.698153941045806,64.93287669093141,55.99187937647003,0.0,30.0,43.54537623108267,70.0,80.0,,10.0,80.0,,30.0,81.418,55.0,50.0
FNB,41.45084168426872,,,,55.99018970300329,,,34.731928069066676,0.0,,,50.02980193882091,,,,42.03080527806422,33.638735587319374,57.48134141601553,50.02981034515656,0.0,50.0,38.93493068185601,70.0,80.0,,70.0,90.0,,30.0,87.03500600000001,40.0,80.0
EWBC,57.40927054030044,,,,39.599123351501746,,,34.731928069066676,1.0,,,70.89115911345924,,,,53.415369166543904,45.55951111568413,60.46195552598188,38.10567228252963,0.0,50.0,50.92208910984533,70.0,90.0,,90.0,90.0,,30.0,90.0,60.0,90.0
CMA,49.81743176856749,,,,50.0236992794642,,,50.0274184500031,0.0,,,50.02702075014408,,,,50.00000000000001,50.028268176690304,50.0,50.0,0.0,50.0,49.19063962756554,65.0,90.0,,50.0,60.0,,30.0,83.0,57.5,60.0
